%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82384.628,301.172,0.953,15.132,109.109,87.668,-1026.584,-1023.229,-1021.226,-1021.691,-1020.609,-1024.295,-1026.679,-1025.485,-1023.052,-1021.082,-1019.084,-1025.977,0.524,-1021.048,-1022.141,-1024.303,-9.125,-544.798,-289.718,14.557,178.156,-100.407
82368.502,301.177,0.953,15.123,108.951,87.829,-1027.232,-1023.897,-1021.440,-1021.900,-1020.502,-1024.191,-1025.827,-1025.806,-1023.052,-1020.874,-1018.873,-1025.871,0.314,-1020.109,-1022.451,-1024.303,-9.114,-544.798,-289.718,14.557,178.189,-100.407
82376.565,301.173,0.953,15.133,109.109,87.829,-1026.908,-1024.565,-1021.973,-1021.379,-1021.148,-1024.917,-1025.827,-1025.378,-1024.501,-1021.186,-1018.980,-1026.401,0.419,-1020.213,-1021.934,-1025.203,-9.104,-544.798,-289.718,14.557,178.173,-100.427
82376.565,301.175,0.953,15.133,109.109,87.989,-1026.908,-1023.452,-1022.827,-1021.900,-1021.256,-1024.709,-1025.933,-1025.485,-1023.275,-1021.707,-1018.664,-1026.295,0.209,-1020.422,-1022.037,-1024.191,-9.083,-544.798,-289.718,14.557,178.156,-100.427
82376.565,301.173,0.953,15.133,109.109,88.149,-1027.016,-1024.008,-1021.867,-1021.900,-1021.472,-1024.399,-1025.933,-1025.485,-1023.163,-1021.082,-1019.191,-1025.977,0.209,-1021.048,-1021.830,-1024.303,-9.093,-544.798,-289.718,14.557,178.156,-100.407
82380.596,301.169,0.953,15.133,109.109,87.989,-1026.584,-1023.786,-1021.867,-1021.275,-1021.472,-1024.502,-1026.040,-1025.485,-1023.386,-1020.458,-1018.769,-1026.189,0.105,-1019.587,-1023.072,-1024.416,-9.083,-544.798,-289.718,14.557,178.173,-100.437
82372.534,301.170,0.953,15.133,109.109,87.989,-1027.016,-1024.008,-1021.973,-1021.275,-1020.286,-1024.813,-1025.933,-1024.737,-1023.943,-1020.874,-1018.664,-1026.401,0.105,-1020.109,-1022.244,-1024.865,-9.104,-544.798,-289.718,14.557,178.173,-100.417
82376.565,301.167,0.953,15.133,109.109,87.989,-1026.476,-1023.452,-1022.187,-1020.962,-1020.717,-1023.984,-1026.253,-1025.378,-1023.052,-1021.394,-1018.769,-1026.295,0.523,-1020.213,-1022.555,-1024.528,-9.104,-544.798,-289.718,14.557,178.140,-100.427
82376.565,301.169,0.953,15.133,109.109,87.668,-1027.123,-1023.786,-1021.546,-1021.691,-1020.717,-1024.502,-1026.146,-1025.058,-1023.943,-1020.874,-1019.296,-1025.871,0.209,-1020.943,-1022.037,-1024.416,-9.093,-544.798,-289.718,14.557,178.173,-100.437
82372.534,301.169,0.953,15.128,109.030,87.829,-1026.799,-1023.675,-1021.653,-1021.379,-1021.364,-1024.399,-1025.613,-1025.485,-1023.386,-1021.290,-1018.137,-1026.507,-0.314,-1019.483,-1022.762,-1024.528,-9.114,-544.798,-289.718,14.557,178.140,-100.437
82380.596,301.172,0.953,15.138,109.188,87.989,-1026.259,-1023.229,-1021.868,-1021.066,-1020.502,-1025.331,-1025.613,-1025.272,-1023.720,-1020.874,-1018.558,-1025.871,-0.209,-1019.692,-1022.037,-1025.090,-9.104,-544.798,-289.718,14.557,178.173,-100.417
82376.565,301.169,0.953,15.133,109.109,87.989,-1026.583,-1022.895,-1022.188,-1021.483,-1020.609,-1024.399,-1026.253,-1025.378,-1022.717,-1020.874,-1018.453,-1026.401,0.523,-1020.526,-1022.037,-1024.191,-9.114,-544.798,-289.718,14.557,178.173,-100.427
82372.534,301.173,0.953,15.134,109.109,87.829,-1027.339,-1023.452,-1021.334,-1021.379,-1020.716,-1024.399,-1025.613,-1025.806,-1023.052,-1020.666,-1019.506,-1025.765,0.419,-1020.213,-1021.830,-1024.416,-9.104,-544.798,-289.718,14.557,178.156,-100.427
82376.565,301.170,0.953,15.133,109.109,87.829,-1026.475,-1023.563,-1021.761,-1021.691,-1020.931,-1024.607,-1025.827,-1025.165,-1023.386,-1021.082,-1018.348,-1026.295,0.314,-1020.109,-1022.141,-1024.416,-9.114,-544.798,-289.718,14.557,178.173,-100.427
82380.596,301.170,0.953,15.122,108.951,87.989,-1026.799,-1023.452,-1021.975,-1021.066,-1021.363,-1025.229,-1026.148,-1025.699,-1023.275,-1021.082,-1019.085,-1026.613,-0.314,-1020.631,-1021.623,-1025.315,-9.104,-544.798,-289.718,14.557,178.189,-100.427
82376.565,301.172,0.953,15.128,109.030,87.989,-1026.475,-1023.341,-1021.441,-1021.379,-1021.039,-1024.193,-1026.894,-1025.272,-1023.386,-1020.874,-1018.769,-1025.658,0.314,-1020.631,-1022.451,-1024.191,-9.114,-544.798,-289.718,14.557,178.156,-100.427
82372.534,301.169,0.953,15.133,109.109,87.668,-1027.554,-1023.563,-1022.081,-1021.587,-1021.039,-1024.607,-1025.935,-1025.806,-1023.273,-1020.770,-1019.085,-1026.507,0.105,-1020.213,-1022.244,-1024.416,-9.104,-544.798,-289.718,14.557,178.189,-100.448
82376.565,301.170,0.953,15.139,109.188,87.829,-1026.475,-1024.787,-1022.081,-1021.483,-1021.255,-1024.814,-1025.935,-1025.485,-1023.942,-1021.082,-1019.191,-1026.931,-0.000,-1019.692,-1022.451,-1025.090,-9.104,-544.798,-289.718,14.557,178.156,-100.448
82380.596,301.167,0.953,15.133,109.109,87.668,-1026.691,-1023.786,-1022.401,-1020.962,-1020.824,-1024.711,-1025.935,-1025.272,-1022.716,-1021.707,-1018.875,-1025.977,-0.209,-1020.318,-1022.244,-1024.416,-9.104,-544.798,-289.718,14.557,178.140,-100.427
82380.596,301.169,0.953,15.133,109.109,87.829,-1026.583,-1023.452,-1021.761,-1022.629,-1020.392,-1024.296,-1026.361,-1024.631,-1022.716,-1020.978,-1019.085,-1026.294,0.628,-1020.422,-1022.037,-1023.854,-9.114,-544.798,-289.718,14.557,178.156,-100.427
82376.565,301.169,0.953,15.139,109.188,87.829,-1027.446,-1023.675,-1021.975,-1021.587,-1021.578,-1024.400,-1026.041,-1025.806,-1023.162,-1021.186,-1018.980,-1025.869,0.314,-1019.900,-1022.451,-1024.641,-9.104,-544.798,-289.718,14.557,178.189,-100.407
82380.596,301.169,0.953,15.127,109.030,87.668,-1025.935,-1024.231,-1022.401,-1020.962,-1020.608,-1024.296,-1025.828,-1025.058,-1023.608,-1020.978,-1018.558,-1026.081,-0.105,-1019.900,-1022.037,-1025.540,-9.104,-544.798,-289.718,14.557,178.156,-100.417
82380.596,301.169,0.953,15.122,108.951,87.829,-1026.799,-1023.786,-1022.721,-1021.900,-1020.931,-1024.607,-1026.041,-1024.951,-1023.050,-1021.394,-1018.769,-1025.975,0.314,-1020.004,-1022.142,-1024.753,-9.104,-544.798,-289.718,14.557,178.173,-100.437
82376.565,301.167,0.953,15.139,109.188,87.989,-1027.554,-1023.341,-1021.654,-1022.108,-1020.392,-1024.296,-1026.041,-1025.272,-1023.719,-1021.082,-1019.506,-1026.081,-0.209,-1020.735,-1022.142,-1024.416,-9.083,-544.798,-289.718,14.557,178.156,-100.427
82376.565,301.173,0.953,15.133,109.109,87.829,-1026.692,-1023.786,-1021.761,-1021.379,-1021.686,-1024.607,-1025.828,-1025.378,-1023.162,-1021.082,-1018.137,-1026.930,0.419,-1020.213,-1023.073,-1024.416,-9.093,-544.798,-289.718,14.557,178.156,-100.427
82380.596,301.170,0.953,15.122,108.951,87.829,-1026.476,-1023.565,-1022.188,-1021.483,-1020.392,-1025.644,-1025.722,-1025.592,-1023.385,-1021.186,-1018.875,-1025.975,-0.209,-1020.213,-1022.039,-1024.753,-9.104,-544.798,-289.718,14.557,178.156,-100.417
82376.565,301.170,0.953,15.128,109.030,87.829,-1026.368,-1023.453,-1022.187,-1021.275,-1020.177,-1024.193,-1026.681,-1025.058,-1022.827,-1021.290,-1019.191,-1025.975,0.419,-1020.213,-1022.453,-1024.528,-9.093,-544.798,-289.718,14.557,178.173,-100.427
82376.565,301.169,0.953,15.133,109.109,87.829,-1027.232,-1023.787,-1021.440,-1021.482,-1020.608,-1024.607,-1025.402,-1025.485,-1023.719,-1020.770,-1019.085,-1025.763,0.209,-1019.587,-1022.142,-1024.528,-9.093,-544.798,-289.718,14.557,178.156,-100.448
82392.690,301.170,0.953,15.126,109.030,87.829,-1026.368,-1024.010,-1021.653,-1020.961,-1020.824,-1024.296,-1026.041,-1025.058,-1024.053,-1020.874,-1019.085,-1026.506,0.209,-1020.004,-1022.039,-1024.303,-9.104,-544.798,-289.718,14.557,178.140,-100.407
82376.565,301.169,0.953,15.133,109.109,87.989,-1026.368,-1023.008,-1022.827,-1021.690,-1020.931,-1025.333,-1025.935,-1025.165,-1022.604,-1021.082,-1019.191,-1025.445,-0.523,-1020.318,-1022.246,-1025.203,-9.104,-544.798,-289.718,14.557,178.156,-100.448
82376.565,301.170,0.953,15.122,108.951,87.829,-1026.476,-1023.231,-1021.760,-1021.690,-1021.039,-1024.607,-1026.679,-1025.165,-1023.719,-1020.770,-1019.085,-1026.081,0.419,-1021.048,-1022.246,-1023.854,-9.104,-544.798,-289.718,14.557,178.156,-100.437
82376.565,301.170,0.953,15.122,108.951,87.829,-1027.124,-1023.787,-1022.080,-1021.690,-1021.147,-1024.193,-1026.146,-1026.232,-1022.827,-1020.666,-1018.875,-1026.081,0.209,-1020.109,-1022.556,-1024.641,-9.104,-544.798,-289.718,14.557,178.156,-100.417
82372.534,301.169,0.953,15.128,109.030,87.989,-1026.368,-1024.010,-1022.294,-1021.065,-1020.716,-1024.296,-1025.720,-1025.163,-1024.166,-1021.186,-1018.769,-1026.294,0.314,-1020.109,-1022.039,-1025.203,-9.104,-544.798,-289.718,14.557,178.156,-100.407
82384.628,301.167,0.953,15.105,108.714,88.149,-1026.908,-1023.119,-1022.294,-1021.482,-1020.500,-1024.504,-1025.720,-1025.377,-1022.940,-1021.915,-1019.085,-1026.506,-0.000,-1020.318,-1021.832,-1024.528,-9.114,-544.798,-289.718,14.557,178.124,-100.417
82372.534,301.169,0.953,15.122,108.951,87.989,-1027.448,-1023.676,-1021.760,-1021.794,-1020.608,-1024.296,-1026.679,-1025.270,-1023.386,-1020.874,-1019.400,-1025.869,0.523,-1020.735,-1022.349,-1024.528,-9.104,-544.798,-289.718,14.557,178.156,-100.427
82376.565,301.170,0.953,15.117,108.872,87.989,-1026.476,-1024.010,-1021.973,-1020.753,-1020.931,-1024.400,-1025.400,-1025.911,-1023.163,-1020.354,-1018.979,-1026.187,0.419,-1019.796,-1022.660,-1024.753,-9.114,-544.798,-289.718,14.557,178.156,-100.427
82380.596,301.170,0.953,15.127,109.030,88.149,-1026.260,-1023.453,-1022.294,-1021.169,-1020.069,-1025.125,-1026.253,-1025.377,-1024.055,-1021.186,-1018.979,-1025.869,0.419,-1020.213,-1021.935,-1024.865,-9.104,-544.798,-289.718,14.557,178.173,-100.437
82380.596,301.170,0.953,15.133,109.109,88.149,-1026.692,-1023.119,-1022.294,-1021.586,-1020.500,-1024.504,-1026.253,-1025.270,-1023.052,-1022.227,-1018.663,-1025.869,0.524,-1020.839,-1022.142,-1024.191,-9.114,-544.798,-289.718,14.557,178.156,-100.417
82376.565,301.172,0.953,15.128,109.030,87.989,-1027.340,-1023.342,-1021.440,-1021.899,-1020.177,-1024.296,-1026.040,-1025.377,-1023.052,-1020.874,-1019.505,-1025.975,0.524,-1020.631,-1021.520,-1024.528,-9.104,-544.798,-289.718,14.557,178.140,-100.427
82376.565,301.172,0.953,15.133,109.109,87.989,-1026.476,-1023.787,-1021.760,-1021.378,-1021.255,-1024.296,-1025.507,-1025.057,-1023.275,-1020.458,-1017.925,-1026.506,0.105,-1019.796,-1022.348,-1024.528,-9.125,-544.798,-289.718,14.557,178.140,-100.417
82372.534,301.170,0.953,15.133,109.109,87.829,-1026.641,-1023.342,-1021.867,-1021.586,-1020.284,-1024.814,-1025.613,-1024.843,-1023.275,-1021.186,-1018.979,-1026.400,0.209,-1020.213,-1021.830,-1025.315,-9.104,-544.798,-289.718,14.557,178.156,-100.448
82372.534,301.173,0.953,15.128,109.030,87.989,-1026.425,-1023.231,-1021.760,-1021.482,-1021.039,-1024.400,-1026.679,-1025.057,-1023.275,-1021.082,-1019.084,-1026.081,0.942,-1020.318,-1021.830,-1024.191,-9.104,-544.798,-289.718,14.557,178.156,-100.427
82360.439,301.169,0.953,15.135,109.109,87.989,-1026.964,-1023.787,-1022.080,-1020.961,-1020.177,-1024.504,-1025.613,-1026.018,-1023.052,-1020.666,-1019.084,-1026.294,0.209,-1020.422,-1022.141,-1024.303,-9.114,-544.798,-289.718,14.557,178.156,-100.427
82368.502,301.170,0.953,15.145,109.267,88.309,-1026.209,-1024.232,-1021.760,-1021.483,-1021.578,-1024.711,-1025.613,-1025.057,-1023.163,-1020.874,-1018.557,-1026.506,0.524,-1019.692,-1022.451,-1024.641,-9.104,-544.798,-289.718,14.557,178.189,-100.407
82372.534,301.165,0.953,15.133,109.109,87.829,-1026.641,-1023.119,-1022.294,-1021.483,-1020.825,-1024.814,-1025.613,-1024.950,-1023.386,-1020.874,-1018.768,-1025.763,-0.627,-1020.318,-1021.934,-1024.978,-9.114,-544.798,-289.718,14.557,178.189,-100.417
82372.534,301.170,0.953,15.133,109.109,88.149,-1026.641,-1023.008,-1022.187,-1022.108,-1020.609,-1024.088,-1025.933,-1024.950,-1023.386,-1020.874,-1018.768,-1025.975,0.628,-1021.257,-1022.451,-1024.753,-9.114,-544.798,-289.718,14.557,178.173,-100.427
82368.502,301.172,0.953,15.134,109.109,88.149,-1026.749,-1024.455,-1022.080,-1021.587,-1020.825,-1024.709,-1025.933,-1025.591,-1023.498,-1020.770,-1019.400,-1026.718,0.105,-1019.796,-1022.451,-1024.191,-9.114,-544.798,-289.718,14.557,178.173,-100.427
82364.471,301.173,0.953,15.129,109.030,88.149,-1026.533,-1024.010,-1022.080,-1021.275,-1020.502,-1024.295,-1025.827,-1025.272,-1024.166,-1021.186,-1018.452,-1026.824,0.314,-1020.004,-1022.037,-1024.865,-9.114,-544.798,-289.718,14.557,178.140,-100.437
82372.534,301.172,0.953,15.144,109.267,88.149,-1026.101,-1023.787,-1022.400,-1021.587,-1019.962,-1024.606,-1025.720,-1025.378,-1022.940,-1021.498,-1019.189,-1025.763,-0.105,-1020.109,-1021.520,-1024.641,-9.104,-544.798,-289.718,14.557,178.156,-100.427
82372.534,301.172,0.953,15.134,109.109,88.149,-1026.749,-1023.342,-1021.760,-1022.212,-1020.394,-1024.502,-1026.359,-1025.592,-1023.943,-1020.146,-1019.084,-1026.294,0.314,-1021.152,-1021.520,-1023.966,-9.104,-544.798,-289.718,14.557,178.140,-100.427
82368.502,301.170,0.953,15.139,109.188,87.989,-1026.641,-1024.121,-1021.546,-1021.171,-1021.256,-1024.088,-1025.933,-1025.592,-1023.275,-1020.562,-1018.347,-1026.400,0.314,-1019.692,-1022.244,-1024.753,-9.104,-544.798,-289.718,14.557,178.124,-100.437
82364.471,301.167,0.953,15.134,109.109,88.309,-1026.533,-1023.453,-1022.294,-1020.754,-1020.394,-1025.124,-1025.827,-1025.485,-1023.943,-1021.082,-1018.873,-1026.189,0.524,-1020.109,-1021.623,-1024.865,-9.104,-544.798,-289.718,14.557,178.156,-100.427
82368.502,301.170,0.953,15.134,109.109,88.309,-1026.533,-1023.565,-1022.507,-1021.379,-1020.286,-1024.399,-1026.253,-1025.485,-1022.494,-1021.811,-1019.294,-1026.189,0.419,-1020.422,-1022.141,-1024.641,-9.093,-544.798,-289.718,14.557,178.156,-100.427
82364.471,301.170,0.953,15.134,109.109,88.629,-1026.425,-1023.231,-1021.653,-1021.796,-1020.609,-1024.191,-1026.040,-1025.592,-1023.386,-1020.146,-1019.400,-1025.871,0.419,-1020.422,-1021.417,-1024.303,-9.125,-544.798,-289.718,14.557,178.156,-100.417
82360.439,301.172,0.953,15.135,109.109,88.309,-1026.317,-1024.010,-1021.973,-1021.379,-1021.256,-1024.295,-1025.933,-1025.378,-1022.829,-1021.082,-1018.768,-1027.143,0.105,-1019.587,-1022.348,-1024.641,-9.093,-544.798,-289.718,14.557,178.173,-100.417
82364.471,301.170,0.953,15.123,108.951,87.989,-1026.964,-1023.342,-1022.400,-1021.587,-1019.854,-1025.228,-1026.040,-1025.058,-1023.943,-1021.498,-1019.084,-1025.871,-0.209,-1020.213,-1022.037,-1025.090,-9.093,-544.798,-289.718,14.557,178.189,-100.427
82360.439,301.167,0.953,15.135,109.109,87.989,-1027.016,-1023.676,-1022.080,-1021.691,-1020.825,-1024.606,-1026.892,-1024.844,-1023.163,-1021.290,-1018.979,-1025.977,0.524,-1020.526,-1022.037,-1024.303,-9.104,-544.798,-289.718,14.557,178.189,-100.417
82372.534,301.170,0.953,15.133,109.109,87.829,-1027.340,-1023.897,-1021.973,-1021.379,-1020.933,-1024.502,-1026.359,-1025.485,-1023.832,-1020.978,-1019.505,-1026.507,0.105,-1020.004,-1022.348,-1024.191,-9.104,-544.798,-289.718,14.557,178.140,-100.427
82360.439,301.167,0.953,15.135,109.109,88.149,-1026.368,-1024.342,-1022.294,-1021.275,-1020.933,-1024.813,-1025.613,-1025.378,-1023.832,-1020.978,-1018.873,-1026.931,0.314,-1019.796,-1022.451,-1023.854,-9.114,-544.798,-289.718,14.557,178.205,-100.417
82376.565,301.169,0.953,15.133,109.109,88.149,-1027.124,-1023.118,-1022.614,-1021.483,-1020.717,-1024.813,-1025.933,-1025.699,-1022.606,-1021.186,-1019.400,-1026.189,-0.627,-1020.109,-1022.244,-1025.090,-9.114,-544.798,-289.718,14.557,178.173,-100.417
82368.502,301.169,0.953,15.139,109.188,88.149,-1026.476,-1023.007,-1021.546,-1022.421,-1021.039,-1024.606,-1026.466,-1025.272,-1023.720,-1021.082,-1019.084,-1026.189,0.419,-1021.048,-1022.658,-1024.753,-9.135,-544.798,-289.718,14.557,178.156,-100.427
82368.502,301.167,0.953,15.145,109.267,88.149,-1027.448,-1023.452,-1021.867,-1021.796,-1021.471,-1024.088,-1026.359,-1026.126,-1023.498,-1020.874,-1018.979,-1026.295,-0.105,-1019.796,-1022.555,-1024.303,-9.093,-544.798,-289.718,14.557,178.173,-100.427
82380.596,301.170,0.953,15.138,109.188,88.309,-1026.800,-1024.342,-1021.973,-1021.483,-1020.824,-1024.606,-1026.040,-1025.378,-1024.055,-1021.186,-1018.768,-1026.401,0.209,-1020.318,-1022.141,-1024.978,-9.104,-544.798,-289.718,14.557,178.140,-100.437
82372.534,301.172,0.953,15.123,108.951,88.309,-1026.800,-1023.118,-1022.827,-1021.483,-1020.931,-1024.399,-1025.933,-1025.165,-1022.606,-1021.290,-1018.768,-1026.189,0.000,-1020.109,-1022.244,-1024.753,-9.114,-544.798,-289.718,14.557,178.173,-100.427
82368.502,301.170,0.953,15.145,109.267,87.989,-1027.016,-1023.675,-1021.333,-1021.796,-1020.608,-1024.191,-1025.933,-1025.058,-1023.163,-1020.354,-1018.663,-1025.658,0.314,-1021.048,-1021.830,-1024.528,-9.104,-544.798,-289.718,14.557,178.173,-100.427
82360.439,301.170,0.953,15.135,109.109,88.149,-1026.800,-1023.675,-1022.187,-1021.066,-1021.471,-1024.502,-1026.040,-1025.485,-1023.275,-1021.186,-1018.663,-1026.189,0.314,-1019.796,-1022.658,-1024.191,-9.125,-544.798,-289.718,14.557,178.156,-100.437
82364.471,301.172,0.953,15.134,109.109,88.149,-1026.152,-1023.675,-1021.653,-1020.545,-1020.608,-1024.813,-1025.933,-1025.272,-1023.720,-1020.354,-1018.348,-1025.658,0.419,-1020.318,-1021.417,-1025.315,-9.104,-544.798,-289.718,14.557,178.189,-100.417
82372.534,301.167,0.953,15.139,109.188,87.989,-1026.476,-1022.784,-1022.294,-1021.691,-1020.716,-1024.191,-1025.613,-1025.165,-1022.606,-1021.707,-1018.664,-1025.552,0.000,-1020.526,-1021.934,-1024.078,-9.114,-544.798,-289.718,14.557,178.156,-100.417
82364.471,301.164,0.953,15.129,109.030,87.989,-1027.016,-1023.452,-1021.546,-1021.796,-1020.716,-1024.191,-1026.040,-1025.699,-1023.052,-1020.458,-1019.296,-1026.295,0.628,-1020.318,-1022.348,-1023.854,-9.125,-544.798,-289.718,14.557,178.189,-100.427
82372.534,301.169,0.953,15.144,109.267,88.149,-1026.800,-1024.008,-1022.294,-1021.900,-1021.471,-1024.502,-1025.933,-1025.699,-1023.720,-1020.874,-1018.875,-1026.507,-0.000,-1019.692,-1022.141,-1024.641,-9.093,-544.798,-289.718,14.557,178.140,-100.437
82376.565,301.165,0.953,15.122,108.951,87.668,-1026.152,-1023.118,-1021.653,-1021.379,-1020.392,-1025.124,-1025.720,-1025.378,-1023.163,-1020.978,-1018.980,-1026.083,-0.314,-1020.318,-1021.728,-1025.090,-9.104,-544.798,-289.718,14.557,178.156,-100.417
82372.534,301.172,0.953,15.128,109.030,87.989,-1026.152,-1022.784,-1021.867,-1021.691,-1020.824,-1023.984,-1026.253,-1024.737,-1022.940,-1021.498,-1018.453,-1025.658,0.838,-1019.796,-1022.453,-1024.303,-9.114,-544.798,-289.718,14.557,178.140,-100.427
82380.596,301.170,0.953,15.133,109.109,87.989,-1027.123,-1023.452,-1022.080,-1022.317,-1021.039,-1024.088,-1025.827,-1025.913,-1022.940,-1020.354,-1018.769,-1026.507,0.314,-1019.900,-1022.246,-1024.191,-9.114,-544.798,-289.718,14.557,178.156,-100.448
82376.565,301.172,0.953,15.128,109.030,87.668,-1026.367,-1024.454,-1021.760,-1021.171,-1021.147,-1024.502,-1025.933,-1024.844,-1023.498,-1020.978,-1019.085,-1027.249,0.733,-1020.004,-1022.660,-1024.978,-9.104,-544.798,-289.718,14.557,178.156,-100.417
82376.565,301.170,0.953,15.122,108.951,87.829,-1026.583,-1022.895,-1022.295,-1021.483,-1019.961,-1024.709,-1025.613,-1024.844,-1023.163,-1020.978,-1018.453,-1026.507,-0.732,-1020.004,-1022.039,-1024.641,-9.145,-544.798,-289.718,14.557,178.173,-100.427
82368.502,301.185,0.953,15.118,108.872,87.829,-1026.691,-1022.784,-1021.761,-1021.275,-1020.716,-1024.606,-1026.573,-1025.378,-1022.940,-1021.498,-1018.769,-1025.765,0.314,-1020.631,-1022.453,-1024.078,-9.125,-544.798,-289.718,14.557,178.189,-100.427
82380.596,301.169,0.953,15.116,108.872,87.668,-1027.015,-1023.675,-1021.228,-1021.171,-1021.363,-1023.880,-1025.613,-1025.913,-1023.163,-1020.562,-1019.085,-1025.765,-0.209,-1019.900,-1021.935,-1024.528,-9.104,-544.798,-289.718,14.557,178.173,-100.417
82372.534,301.175,0.953,15.112,108.793,87.829,-1026.583,-1024.231,-1021.761,-1021.066,-1020.931,-1024.814,-1025.933,-1024.631,-1024.166,-1020.354,-1018.032,-1025.977,-0.105,-1020.109,-1021.521,-1024.641,-9.104,-544.798,-289.718,14.557,178.173,-100.427
82376.565,301.170,0.953,15.122,108.951,87.989,-1026.907,-1023.007,-1022.935,-1021.275,-1020.931,-1024.193,-1025.613,-1025.272,-1022.606,-1021.498,-1018.664,-1026.507,-0.209,-1020.318,-1022.349,-1024.416,-9.114,-544.798,-289.718,14.557,178.173,-100.437
82380.596,301.170,0.953,15.111,108.793,87.829,-1027.015,-1023.675,-1021.548,-1021.796,-1020.608,-1024.296,-1025.613,-1025.272,-1023.052,-1020.770,-1019.085,-1025.871,0.419,-1020.109,-1021.521,-1023.966,-9.104,-544.798,-289.718,14.557,178.173,-100.427
82376.565,301.170,0.953,15.117,108.872,87.829,-1025.935,-1023.341,-1021.548,-1021.171,-1020.931,-1024.607,-1025.827,-1025.806,-1023.386,-1020.874,-1018.769,-1026.189,-0.000,-1019.587,-1022.142,-1024.416,-9.104,-544.798,-289.718,14.557,178.156,-100.427
82376.565,301.173,0.953,15.122,108.951,87.668,-1026.583,-1023.675,-1021.761,-1021.379,-1020.500,-1024.711,-1025.613,-1024.951,-1023.720,-1020.666,-1018.664,-1026.189,-0.105,-1019.796,-1021.418,-1024.865,-9.125,-544.798,-289.718,14.557,178.173,-100.427
82384.628,301.173,0.953,15.116,108.872,87.829,-1026.799,-1023.229,-1022.401,-1021.275,-1020.177,-1024.089,-1025.933,-1025.272,-1022.829,-1021.394,-1018.453,-1025.871,0.209,-1019.796,-1021.728,-1023.966,-9.104,-544.798,-289.718,14.557,178.173,-100.427
82380.596,301.172,0.953,15.122,108.951,87.989,-1026.367,-1023.341,-1021.548,-1021.483,-1020.608,-1023.882,-1025.720,-1025.592,-1023.163,-1020.562,-1019.296,-1026.506,-0.000,-1020.422,-1021.625,-1024.191,-9.125,-544.798,-289.718,14.557,178.140,-100.427
82380.596,301.173,0.953,15.127,109.030,87.829,-1026.151,-1023.118,-1021.334,-1021.275,-1020.500,-1023.674,-1025.507,-1025.485,-1022.717,-1020.666,-1018.769,-1026.612,0.105,-1020.213,-1022.453,-1024.078,-9.114,-544.798,-289.718,14.557,178.140,-100.427
82380.596,301.173,0.953,15.122,108.951,87.668,-1026.259,-1023.229,-1022.081,-1021.587,-1020.608,-1025.022,-1025.720,-1025.272,-1023.720,-1021.290,-1018.664,-1026.081,0.314,-1019.901,-1022.039,-1025.090,-9.104,-544.798,-289.718,14.557,178.173,-100.448
82380.596,301.172,0.953,15.122,108.951,87.989,-1026.691,-1023.118,-1022.401,-1021.587,-1021.471,-1024.089,-1025.933,-1024.631,-1022.606,-1021.290,-1018.769,-1025.551,-0.000,-1020.319,-1022.039,-1024.191,-9.093,-544.798,-289.718,14.557,178.189,-100.407
82376.565,301.177,0.953,15.117,108.872,87.829,-1027.662,-1023.563,-1021.868,-1022.108,-1020.931,-1024.193,-1025.613,-1025.485,-1022.606,-1020.250,-1019.822,-1026.187,0.523,-1020.319,-1022.349,-1024.078,-9.093,-544.798,-289.718,14.557,178.173,-100.427
82380.596,301.173,0.953,15.111,108.793,87.989,-1026.584,-1024.342,-1021.654,-1021.483,-1021.039,-1024.504,-1025.720,-1025.272,-1023.720,-1020.874,-1018.664,-1026.930,0.838,-1019.901,-1022.246,-1024.416,-9.104,-544.798,-289.718,14.557,178.156,-100.427
82380.596,301.177,0.953,15.111,108.793,88.149,-1026.476,-1023.565,-1022.295,-1021.691,-1020.824,-1025.333,-1026.040,-1025.165,-1023.386,-1021.082,-1018.875,-1026.506,-0.000,-1020.632,-1022.349,-1025.203,-9.104,-544.798,-289.718,14.557,178.140,-100.427
82376.565,301.175,0.953,15.122,108.951,87.829,-1026.692,-1023.898,-1022.187,-1021.900,-1020.931,-1024.814,-1027.106,-1025.378,-1023.386,-1021.290,-1018.769,-1025.869,0.523,-1020.632,-1022.142,-1024.078,-9.104,-544.798,-289.718,14.557,178.173,-100.407
